SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
5106,"386","1","LEGOLAND","","1976","Air Ambulance",3,151,,,,"True","386-1","False","",""
7992,"387","1","LEGOLAND","","1976","Excavator and Dumper",,159,,,,"True","387-1","False","",""
9777,"390","1","Basic","Universal Building Set","1986","Helicopter",1,24,,,,"True","390-1","False","",""
6024,"390","2","Hobby Set","","1975","1913 Cadillac",,200,2.55,,,"True","390-2","False","",""
6025,"391","1","Hobby Set","","1975","1926 Renault",,237,3.4,,,"True","391-1","False","",""
6026,"392","1","Hobby Set","","1975","Formula 1",,197,3.9,,,"True","392-1","False","",""
9215,"392","2","Basic","","1986","Fire Engine",1,23,,,,"True","392-2","False","",""
6027,"393","1","Hobby Set","","1976","Norton Motorcycle",,133,,,,"True","393-1","False","",""
6028,"394","1","Hobby Set","","1976","Harley-Davidson 1000cc",,143,,,,"True","394-1","False","",""
6029,"395","1","Hobby Set","","1976","1909 Rolls-Royce",,281,,,,"True","395-1","False","",""
8631,"395","2","Basic","","1990","Build-N-Store Chest",,535,,,,"True","395-2","False","",""
22737,"395","3","Samsonite","Basic","1972","395 Piece Basic Set",,395,,4.99,,"False","","False","",""
6030,"396","1","Hobby Set","","1976","Thatcher Perkins Locomotive",,438,,,,"True","396-1","False","",""
7034,"398","1","Hobby Set","","1978","USS Constellation",,973,,,,"True","398-1","False","",""
5254,"400","1","Universal Building Set","","1977","Building Set, 6+",3,294,,,,"True","400-1","False","",""
5299,"402","1","Universal Building Set","","1977","Building Set, 6+",4,401,,,,"True","402-1","False","",""
5242,"404","1","Universal Building Set","","1977","Building Set, 6+",3,467,,40,,"True","404-1","False","",""
5232,"410","1","LEGOLAND","","1973","Payloader",,26,,,,"True","410-1","False","",""
6729,"420","1","LEGOLAND","Vehicle","1973","Police Car",,19,,,,"True","420-1","False","",""
5272,"425","1","LEGOLAND","","1976","Fork Lift",1,21,,,,"True","425-1","False","",""
7452,"426","1","Classic","Accessories","1971","7 Named Beams",,7,,,,"False","","False","",""
7453,"427","1","Classic","Accessories","1971","8 Pieces 2x8",,8,,,,"False","","False","",""
5275,"430","1","LEGOLAND","","1975","Biplane",,18,,,,"True","430-1","False","",""
7454,"431","1","Classic","Accessories","1971","Petrol Pump and Sign",,12,,,,"False","","False","",""
5233,"435","1","LEGOLAND","","1976","Tipper Truck",,17,,,,"True","435-1","False","",""
2104,"442","1","Space","Classic","1979","Space Shuttle",1,39,,,,"True","442-1","False","",""
5273,"445","1","LEGOLAND","","1976","Police Units",2,49,,,,"True","445-1","False","",""
7955,"450","1","LEGOLAND","","1973","Fork lift",,46,,,,"True","450-1","False","",""
22708,"450","2","Samsonite","Basic","1965","Deluxe Building Set ",,450,,10.95,,"False","","False","",""
2176,"452","1","Space","Classic","1979","Mobile Ground Tracking Station",1,76,,,,"True","452-1","False","",""
2180,"453","1","Space","Classic","1979","Two Crater Plates",,2,,,,"True","453-1","False","",""
2190,"454","1","Space","Classic","1979","Two Lunar Landing Plates",,2,,5,,"True","454-1","False","","042884004545"
5274,"455","1","LEGOLAND","","1976","Learjet",,46,,,,"True","455-1","False","",""
5238,"456","1","LEGOLAND","","1977","Spirit of St. Louis",,49,,,,"True","456-1","False","",""
7956,"460","1","LEGOLAND","","1973","Rescue Units",,42,,,,"True","460-1","False","",""
2261,"462","1","Space","Classic","1978","Mobile Rocket Launcher",2,76,,,,"True","462-1","False","",""
5276,"480","1","LEGOLAND","","1975","Rescue Helicopter",,62,,,,"True","480-1","False","",""
2361,"483","1","Space","Classic","1978","Alpha-1 Rocket Base",3,187,,,,"True","483-1","False","",""
5277,"485","1","LEGOLAND","","1976","Fire Truck",3,72,,,,"True","485-1","False","",""
2374,"487","1","Space","Classic","1978","Space Cruiser",2,170,,10,,"True","487-1","False","",""
5278,"490","1","LEGOLAND","","1975","Mobile Crane",,46,,,,"True","490-1","False","",""
5401,"491","1","LEGOLAND","Town","1977","Formula 1 Racer",,67,,,,"True","491-1","False","",""
5234,"492","1","LEGOLAND","","1977","Truck with Payloader",2,45,,,,"True","492-1","False","",""
2382,"493","1","Space","Classic","1978","Command Center",4,189,,,,"True","493-1","False","",""
2387,"497","1","Space","Classic","1979","Galaxy Explorer",4,338,,32,,"True","497-1","False","",""
22695,"502","1","Samsonite","Basic","1968","Deluxe Building Set with Suitcase",,451,,15,,"False","","False","",""
8378,"502","2","Classic","","1968","Pre school set, medium",,8,,,,"False","","False","",""
2419,"503","1","Basic","","1987","Basic Building Set, 5+",,34,,,,"False","","False","",""
8379,"503","2","Classic","","1968","Pre school set, large",,16,,,,"False","","False","",""
2430,"504","1","Basic","","1985","Basic Building Set, 5+",,41,,,,"False","","False","",""
2461,"507","1","Basic","","1987","Basic Building Set, 5+",,60,,,,"True","507-1","False","",""
2472,"508","1","Basic","","1985","Basic Building Set, 5+",,66,,,,"False","","False","",""
9360,"508","2","Duplo","","1973","Kindergarten Set",,,8.75,,,"False","","False","",""
2493,"510","1","Basic","","1985","Basic Building Set, 5+",,98,,,,"True","510-1","False","",""
7410,"510","2","Duplo","","1970","Building Set ",,17,0.6,,,"True","510-2","False","",""
8392,"510","3","Duplo","","1969","Building set",,17,,,,"False","","False","",""
8393,"511","1","Duplo","","1969","Building set",,27,,,,"False","","False","",""
7411,"512","1","Duplo","","1970","Building Set ",,20,1.1,,,"True","512-1","False","",""
7412,"513","1","Duplo","","1970","Building Set ",,29,2.1,,,"True","513-1","False","",""
7403,"514","1","Duplo","","1972","Pre-School Building Set",,17,,,,"True","514-1","False","",""
2543,"515","1","Basic","","1990","Basic Building Set, 5+",,111,,,,"True","515-1","False","",""
7944,"515","2","Duplo","","1973","Building set",,31,,,,"True","515-2","False","",""
7443,"516","1","Duplo","","1975","Bricks and half bricks",,20,1.1,,,"True","516-1","False","",""
7444,"517","1","Duplo","","1975","Bricks and half bricks and arches",,121,1.45,,,"True","517-1","False","",""
8697,"517","2","Basic","","1987","Basic Building Set 5+",,115,,,,"False","","False","",""
7445,"518","1","Duplo","","1975","Bricks and half bricks and trolley",,17,1.45,,,"True","518-1","False","",""
7446,"519","1","Duplo","","1975","Bricks and half bricks and arches and trolley",,240,1.95,,,"True","519-1","False","",""
2594,"520","1","Basic","","1985","Basic Building Set, 5+",1,165,,,,"True","520-1","False","",""
7447,"520","2","Duplo","","1975","Bricks and half bricks and two tolleys",,168,2.45,,,"True","520-2","False","",""
7449,"521","1","Duplo","","1975","Bricks and half bricks all colours",,640,3.75,,,"True","521-1","False","",""
2610,"522","1","Duplo","","1977","Police Station",4,23,,,,"True","522-1","False","",""
2620,"523","1","Duplo","","1977","Train and Station",5,46,,,,"True","523-1","False","",""
2632,"524","1","Duplo","","1977","DUPLO Town",7,54,,,,"True","524-1","False","",""
2643,"525","1","Basic","","1990","Basic Building Set, 5+",1,181,,,,"True","525-1","False","",""
6170,"528","1","Duplo","","1978","Building Set",,20,,,,"True","528-1","False","",""
7516,"529","1","Duplo","","1978","Animals",,39,,,,"False","","False","",""
2691,"530","1","Basic","","1985","Basic Building Set, 5+",2,269,,,,"True","530-1","False","",""
7485,"530","2","Duplo","","1976","Puppy",,9,,,,"True","530-2","False","",""
7486,"531","1","Duplo","","1976","Elephants",,20,,,,"True","531-1","False","",""
2711,"532","1","Duplo","","1976","Pull-Along Ducks",,19,,,,"True","532-1","False","",""
2716,"533","1","Basic","","1984","Basic Building Set, 5+",,89,,,,"False","","False","",""
7504,"533","2","Duplo","","1977","Racer",1,4,,1.1,,"True","533-2","False","",""
2718,"534","1","Duplo","","1978","Bath-Toy Boat",1,2,,,,"True","534-1","False","",""
2720,"535","1","Basic","","1990","Basic Building Set, 5+",2,345,,,,"True","535-1","False","",""
2721,"535","2","Duplo","","1977","Taxi",1,4,,,,"True","535-2","False","",""
7505,"536","1","Duplo","","1977","Camping",2,10,,,,"True","536-1","False","",""
22691,"536","2","Samsonite","Basic","1967","Designer Set",,536,,9.99,,"False","","False","",""
8736,"537","1","Basic","","1987","Basic Building Set, 5+",2,259,,,,"True","537-1","False","",""
7506,"537","2","Duplo","","1977","Mary's House",3,16,,,,"True","537-2","False","",""
2753,"540","1","Basic","","1985","Basic Building Set, 5+",2,626,,,,"True","540-1","False","",""
2752,"540","2","Town","Classic","1979","Police Units",1,49,,,,"True","540-2","False","",""
7960,"540","3","LEGOLAND","","1973","Swiss villa",,155,,,,"True","540-3","False","",""
2763,"542","1","Town","Classic","1979","Street Crew",2,45,,,,"True","542-1","False","",""
2780,"544","1","Basic","","1981","Basic Building Set, 5+",1,141,,9.5,,"True","544-1","False","",""
2785,"545","1","Basic","","1990","Basic Building Set, 5+",2,408,,,,"True","545-1","False","",""
7957,"545","2","LEGOLAND","","1973","Conveyor Station",,173,,,,"False","","False","",""
2792,"547","1","Basic","","1987","Basic Building Set, 5+",2,563,,,,"True","547-1","False","",""
2795,"550","1","Basic","","1985","Basic Building Set, 5+",2,569,,,,"True","550-1","False","",""
5281,"550","2","LEGOLAND","","1976","Windmill",2,210,,,,"True","550-2","False","",""
2796,"551","1","Town","Accessories","1979","Road Plates, Junction",,2,,,,"False","","False","",""
2798,"552","1","Town","Accessories","1979","Road Plates, Curved",,2,,,,"False","","False","",""
2800,"553","1","Town","Accessories","1979","Road Plates, Straight",,2,,,,"False","","False","",""
2802,"554","1","Town","Classic","1979","Exxon Fuel Tanker",1,79,,,,"True","554-1","False","",""
2807,"555","1","LEGOLAND","","1976","Hospital",7,202,,15,,"True","555-1","False","",""
2806,"555","2","Basic","","1981","Basic Building Set, 5+",2,246,,,,"True","555-2","False","",""
2809,"556","1","Town","Classic","1979","Emergency Van",1,70,,,,"True","556-1","False","",""
2812,"557","1","Basic","","1987","Basic Building Set, 5+",2,711,,,,"True","557-1","False","",""
2814,"558","1","Town","Classic","1979","Road Crane",1,55,,,,"True","558-1","False","",""
2821,"560","1","Town","Classic","1979","Town House",2,229,,,,"True","560-1","False","",""
7551,"560","2","LEGOLAND","Building","1973","Police Heliport",,169,,,,"True","560-2","False","",""
5282,"565","1","LEGOLAND","","1976","Moon Landing",,680,,,,"True","565-1","False","",""
2823,"565","2","Basic","","1990","Basic Building Set, 5+",2,364,,,,"True","565-2","False","",""
22714,"565","3","Samsonite","Basic","1966","565 Piece Basic Set",,565,,9.99,,"False","","False","",""
2824,"566","1","Basic","","1981","Basic Building Set, 5+",2,288,,26,,"True","566-1","False","",""
5283,"570","1","LEGOLAND","","1973","Fire House",,239,,,,"True","570-1","False","",""
5301,"575","1","LEGOLAND","","1978","Coast Guard Station",5,319,,,,"True","575-1","False","",""
2850,"577","1","Basic","","1981","Basic Building Set, 5+",2,384,,38,,"True","577-1","False","",""
5284,"580","1","LEGOLAND","","1975","Brick Yard",,216,,,,"True","580-1","False","",""
5285,"585","1","LEGOLAND","","1976","Police Headquarters",4,300,,,,"True","585-1","False","",""
2920,"588","1","Town","Classic","1979","Police Headquarters",4,372,,,,"True","588-1","False","",""
2925,"590","1","LEGOLAND","","1978","Engine Co. No. 9",4,353,,,,"True","590-1","False","",""
2970,"599","1","Basic","","1982","Basic Building Set, 5+",3,748,,,,"True","599-1","False","",""
6325,"600","1","LEGOLAND","","1970","Ambulance",,28,,,,"True","600-1","False","",""
2972,"600","2","Town","Classic","1978","Police Car",1,21,,,,"True","600-2","False","",""
2979,"601","1","Town","Classic","1978","Shell Filling Station",1,13,,,,"True","601-1","False","",""
7336,"601","2","LEGOLAND","Vehicle","1970","Tow Truck",,21,,,,"True","601-2","False","",""
2987,"602","1","Town","Classic","1978","Fire Chief's Car",1,29,,,,"True","602-1","False","",""
6326,"602","2","LEGOLAND","","1970","Fire Truck",,30,,,,"True","602-2","False","",""
2997,"603","1","Town","Classic","1978","Motorbike",1,26,,,,"True","603-1","False","",""
7337,"603","3","LEGOLAND","Vehicle","1970","Vintage Car",,35,,,,"True","603-3","False","",""
7124,"604","1","Town","Classic","1978","Shell Service Car",1,28,,,,"True","604-1","False","",""
6172,"604","2","LEGOLAND","Vehicle","1971","Excavator",,22,0.33,,,"True","604-2","False","",""
3019,"605","1","Town","Classic","1978","Street Crew",1,18,,,,"True","605-1","False","",""
6173,"605","2","LEGOLAND","Vehicle","1971","Taxi",,19,0.33,,,"True","605-2","False","",""
3025,"606","1","Town","Classic","1978","Ambulance",1,30,,,,"True","606-1","False","",""
7404,"606","2","LEGOLAND","Vehicle","1972","Tipper Lorry",,22,,,,"True","606-2","False","",""
6031,"607","1","Town","Classic","1979","Mini Loader",1,23,,,,"True","607-1","False","",""
3031,"608","1","LEGOLAND","","1971","Kiosk",,33,0.33,,,"True","608-1","False","",""
3042,"608","2","Town","Classic","1979","Taxi",1,25,,,,"True","608-2","False","",""
6327,"609","1","LEGOLAND","","1972","Aeroplane",,28,,,,"True","609-1","False","",""
7952,"610","1","LEGOLAND","","1973","VIntage car",,41,0.33,,,"True","610-1","False","",""
3063,"610","2","Town","Special","1987","Rescue Helicopter",,39,,,,"True","610-2","False","",""
6696,"611","1","LEGOLAND","Vehicle","1973","Police Car",,19,0.33,,,"True","611-1","False","",""
5043,"611","2","Town","Special","1988","Air Canada Jet Plane",,92,,,,"True","611-2","False","",""
5101,"612","1","LEGOLAND","","1974","Tipper Truck",,23,0.38,,,"True","612-1","False","",""
3074,"613","1","LEGOLAND","Town","1974","Bi-plane",,18,0.38,,,"True","613-1","False","",""
6328,"614","2","LEGOLAND","","1974","Digger",,31,0.38,,,"True","614-2","False","",""
22709,"615","1","Samsonite","Basic","1965","Large Basic Set",,615,,14.95,,"False","","False","",""
6174,"615","2","LEGOLAND","Vehicle","1975","Forklift",1,21,,14.95,,"True","615-2","False","",""
7204,"616","1","Basic","Model","1976","Cargo Ship",,31,,,,"True","616-1","False","",""
7487,"617","1","LEGOLAND","","1976","Cowboys",,42,,,,"True","617-1","False","",""
6329,"618","1","LEGOLAND","","1977","Police Helicopter",,39,,,,"True","618-1","False","",""
7210,"619","1","LEGOLAND","Vehicle","1977","Rally Car",1,18,,,,"True","619-1","False","",""
3089,"620","1","Town","Classic","1978","Fire Truck",1,37,,,,"True","620-1","False","",""
7338,"620","2","LEGOLAND","Vehicle","1970","Fire Truck",,40,,,,"True","620-2","False","",""
7325,"620","3","Bricks and More","","2010","Blue Building Plate",,1,6.99,4.99,7.99,"True","620-3","False","5702014602724","673419130783"
3091,"621","1","Town","Classic","1978","Police Car",1,39,,,,"True","621-1","False","",""
7339,"621","2","LEGOLAND","Vehicle","1970","Shell Tanker Truck",,43,,,,"True","621-2","False","",""
6470,"622","1","LEGOLAND","","1970","Baggage Trolley",,33,,,,"True","622-1","False","",""
3092,"622","2","Town","Classic","1978","Tipper Truck",,45,,,,"True","622-2","False","",""
3093,"623","1","Town","Classic","1978","Red Cross Car",1,38,,,,"True","623-1","False","",""
7340,"623","2","LEGOLAND","Vehicle","1970","White Car and Camper",,38,,,,"True","623-2","False","",""
3099,"624","1","Basic","Supplementaries","1996","Basic Motor, 9V",,27,,26,,"True","624-1","True","",""
3106,"625","1","Town","Classic","1978","Tractor Digger",1,31,,,,"True","625-1","False","",""
3117,"626","1","Town","Classic","1978","Red Cross Helicopter",,1,,5.5,,"True","626-1","False","",""
3116,"626","2","Basic","Supplementaries","1996","Building Plate, Green",,1,6.99,4.99,7.99,"True","626-2","False","5702014906260",""
3127,"627","1","Basic","Supplementaries","1996","Building Plate, Blue",,1,,5.5,,"True","627-1","False","",""
5014,"628","1","Basic","Supplementaries","1996","X-Large Baseplate Grey",,1,10.49,14.99,19.99,"True","628-1","False","5702010906284",""
7518,"628","2","LEGOLAND","","1978","Police Helicopter",,39,,,,"False","","False","","673419134125"
3141,"629","1","Basic","Supplementaries","1996","Three Building Plates",,3,,5.5,,"False","","False","",""
3148,"630","1","Basic","Supplementaries","1996","Brick Separator, Green",,1,1.99,2.49,2.99,"True","630-1","False","",""
7381,"630","2","Samsonite","Basic","1971","Diplomat Set",,633,,,,"False","","False","",""
9140,"630","3","Bricks and More","Accessories","2011","Brick Separator, Orange",,1,1.99,2.49,2.99,"True","630-3","False","",""
3157,"631","1","Basic","Supplementaries","1996","Doors and Windows",,52,,,,"True","631-1","False","",""
3168,"632","1","Basic","Supplementaries","1996","Wheels and Tyres",,60,,,,"True","632-1","False","",""
3179,"633","1","Basic","Supplementaries","1996","Roof Tiles",,50,,,,"True","633-1","False","",""
3190,"634","1","Basic","Supplementaries","1996","Extra Bricks in Red",,62,,,,"True","634-1","False","",""
3200,"635","1","Basic","Supplementaries","1996","Extra Bricks in White",,62,,,,"True","635-1","False","",""
3211,"636","1","Basic","Supplementaries","1996","Pull Back Motor, 3+",,14,,,,"False","","False","",""
3222,"637","1","Basic","Supplementaries","1996","Play Table",,3,,45,,"False","","False","",""
3234,"638","1","Basic","Supplementaries","1996","Lots of Extra Basic Bricks, 3+",,404,,,,"False","","False","",""
3245,"639","1","Basic","Supplementaries","1996","Lots of Extra Basic Bricks, 5+",,400,,19.75,,"False","","False","",""
7382,"640","1","LEGOLAND","Vehicle","1971","Fire Truck",,45,0.55,,,"True","640-1","False","",""
3256,"640","2","Town","Classic","1978","Fire Truck and Trailer",1,45,,,,"True","640-2","False","",""
3266,"641","1","Town","Classic","1978","Excavator",1,41,,,,"True","641-1","False","",""
3275,"642","1","Town","Classic","1978","Tow Truck and Car",,44,,,,"True","642-1","False","",""
7383,"642","2","LEGOLAND","Large Vehicle","1971","Double Excavator",,33,0.55,,,"True","642-2","False","",""
3285,"643","1","Town","Classic","1978","Flatbed Truck",2,39,,,,"True","643-1","False","",""
7384,"643","2","LEGOLAND","Vehicle","1971","Mobile Crane",,35,0.55,,,"True","643-2","False","",""
6330,"644","1","LEGOLAND","","1971","Double Tanker",,61,0.55,,,"True","644-1","False","",""
3295,"644","2","Town","Classic","1978","Police Mobile Patrol",1,64,,,,"True","644-2","False","",""
3303,"645","1","Town","Classic","1979","Police Helicopter",1,57,,,,"True","645-1","False","",""
6471,"645","2","LEGOLAND","Vehicle","1971","Milk Truck with Trailer",,57,0.55,,,"True","645-2","False","",""
3314,"646","1","Town","Classic","1979","Auto Service",1,43,,,,"True","646-1","False","",""
7385,"646","2","LEGOLAND","Vehicle","1971","Mobile Site Office",,51,0.55,,,"True","646-2","False","",""
7386,"647","1","LEGOLAND","Vehicle","1971","Lorry With Girders",,52,0.55,,,"True","647-1","False","",""
5501,"648","1","LEGOLAND","Building","1971","Service Station",,55,0.55,,,"True","648-1","False","",""
7405,"649","1","LEGOLAND","Vehicle","1972","Low loader with excavator",,35,,,,"True","649-1","False","",""
7406,"650","1","LEGOLAND","Vehicle","1972","Car with trailer and racing car",,40,,,,"True","650-1","False","",""
6697,"651","1","LEGOLAND","Vehicle","1972","Tow Truck and Car",,40,,,,"True","651-1","False","",""
6698,"652","1","LEGOLAND","Vehicle","1972","Forklift with Trailer",,1,,,,"True","652-1","False","",""
6175,"653","1","LEGOLAND","Vehicle","1973","Ambulance and Helicopter",,37,0.55,,,"True","653-1","False","",""
7954,"654","1","LEGOLAND","","1973","Crane Truck",,36,0.55,,,"True","654-1","False","",""
7953,"655","1","LEGOLAND","","1973","Mobile Hydraulic Joist",,36,0.55,,,"True","655-1","False","",""
6332,"656","1","LEGOLAND","","1974","Car and Caravan",,52,,,,"True","656-1","False","",""
6333,"657","1","LEGOLAND","","1974","Aircraft",,37,0.65,,,"True","657-1","False","",""
7894,"658","1","LEGOLAND","Vehicle","1974","Fire Engine",,38,0.65,,,"True","658-1","False","",""
5098,"659","1","LEGOLAND","","1975","Police Patrol",2,49,,,,"True","659-1","False","",""
5107,"660","1","LEGOLAND","","1975","Air Transporter",,39,,,,"True","660-1","False","",""
7488,"661","1","LEGOLAND","","1976","Spirit of St. Louis",,51,,,,"True","661-1","False","",""
5096,"662","1","LEGOLAND","","1976","Dump Truck",,27,,,,"True","662-1","False","",""
7205,"663","1","LEGOLAND","Vehicle","1977","Hovercraft",,60,,,,"True","663-1","False","",""
7507,"664","1","LEGOLAND","","1977","TV Crew",3,46,,,,"True","664-1","False","",""
22738,"665","1","Samsonite","Basic","1972","665 Piece Basic Set",,665,,6.99,,"False","","False","",""
3555,"670","1","Town","Classic","1978","Mobile Crane",1,55,,,,"True","670-1","False","",""
3564,"671","1","Town","Classic","1978","Shell Petrol Tanker",1,77,,,,"True","671-1","False","",""
3573,"672","1","Town","Classic","1978","Fire Engine and Trailer",1,70,,,,"True","672-1","False","",""
3577,"673","1","Town","Classic","1978","Rally Car and Motorbike",2,65,,,,"True","673-1","False","",""
3587,"674","1","Town","Classic","1978","Forklift and Truck",1,55,,,,"True","674-1","False","",""
3591,"675","1","Town","Classic","1979","Snack Bar",2,64,,,,"True","675-1","False","",""
3601,"677","1","Castle","Classic","1979","Knight's Procession",6,48,,,,"True","677-1","False","",""
7387,"680","1","LEGOLAND","Vehicle","1971","Low-Loader with Crane",,61,,,,"True","680-1","False","",""
7388,"681","1","LEGOLAND","Vehicle","1971","Low loader with 4 wheel excavator",,62,,,,"False","","False","",""
7389,"682","1","LEGOLAND","Vehicle","1971","Low-Loader and Tractor",,57,,,,"True","682-1","False","",""
7390,"683","1","LEGOLAND","Vehicle","1971","Articulated Lorry",,58,,,,"False","","False","",""
6699,"684","1","LEGOLAND","Vehicle","1972","Low-Loader Truck with Forklift",,53,,,,"True","684-1","False","",""
5502,"685","1","LEGOLAND","Town","1972","Legoland Truck with Trailer",,51,,,,"True","685-1","False","",""
6334,"686","1","LEGOLAND","","1973","Digger and Tippers",,70,0.88,,,"True","686-1","False","",""
5097,"687","1","LEGOLAND","","1973","Caravelle Aeroplane",,49,0.88,,,"True","687-1","False","",""
6335,"688","1","LEGOLAND","","1973","Shell Tanker",,63,,,,"True","688-1","False","",""
6336,"689","1","LEGOLAND","","1974","Grabber",,46,0.98,,,"True","689-1","False","",""
6337,"690","1","LEGOLAND","","1974","Shell Garage",,73,0.98,,,"True","690-1","False","",""
7929,"691","1","LEGOLAND","Town","1974","Rescue Helicopter",,62,0.98,,,"True","691-1","False","",""
5099,"692","1","LEGOLAND","","1975","Road Repair Crew",2,57,1.2,,,"True","692-1","False","",""
5095,"693","1","LEGOLAND","","1975","Fire Engine",3,72,1.2,,,"True","693-1","False","",""
6700,"694","1","LEGOLAND","Vehicle","1975","Transport Truck",,65,1.2,,,"True","694-1","False","",""
7489,"695","1","LEGOLAND","","1976","Racing Car",,67,,,,"True","695-1","False","",""
22705,"695","3","Samsonite","Basic","1971","Bulk Assortment Set",,,,,,"True","695-3","False","",""
5094,"696","1","LEGOLAND","","1976","Bus Station",7,80,,,,"True","696-1","False","",""
7492,"697","1","LEGOLAND","","1976","Stage Coach",1,95,,5,,"True","697-1","True","",""
3739,"697","2","Gear","Books/Ideas book","1997","Building Ideas Book",,,,,,"True","697-2","False","",""
3747,"698","1","LEGOLAND","","1977","Boeing Aeroplane",,46,,,,"True","698-1","False","",""
7508,"699","1","LEGOLAND","","1977","Photo Safari",1,130,,,,"True","699-1","False","",""
8394,"702","1","Trains","","1969","12v motor",,28,,,,"True","702-1","False","",""
7413,"703","1","Trains","4.5/12 V","1970","12V Replacement Motor",,1,,,,"True","703-1","False","",""
7414,"704","1","Trains","4.5/12 V","1970","12V Sleeper (Track) Contacts",,2,,,,"True","704-1","False","",""
22681,"704","2","Samsonite","Basic","1966","Master Discovery Set",,704,,25,,"False","","False","",""
7415,"705","1","Trains","4.5/12 V","1970","Motor Bushings",,4,,,,"True","705-1","False","",""
7416,"706","1","Trains","4.5/12 V","1970","Rail Contact Wires",,1,,,,"True","706-1","False","",""
7417,"708","1","Trains","4.5/12 V","1970","2m Extension Cord for Points",,1,,,,"True","708-1","False","",""
3787,"709","1","LEGOLAND","","1978","Police Boat",1,53,,,,"True","709-1","False","",""
5235,"710","1","LEGOLAND","","1973","Wrecker with Car",,89,,,,"True","710-1","False","",""
3790,"710","3","Basic","","1983","Basic Building Set, 7+",2,364,,,,"True","710-3","False","",""
7509,"711","1","LEGOLAND","","1977","Jeep CJ-5",,63,,,,"True","711-1","False","",""
5300,"712","1","LEGOLAND","","1977","Sea Plane",2,115,,,,"True","712-1","False","",""
3816,"715","1","Basic","","1990","Basic Building Set, 7+",,395,,,,"True","715-1","False","",""
3834,"720","1","Basic","","1985","Basic Building Set, 7+",1,334,,,,"True","720-1","False","",""
8395,"720","2","Trains","","1969","Train with 12v motor",,369,,,,"True","720-2","False","",""
8396,"721","1","Trains","","1969","Steam locomotive",,126,,,,"True","721-1","False","",""
3844,"722","1","Basic","","1980","Universal Building Set, 7+",,301,,20,,"True","722-1","False","",""
7341,"722","2","Trains","4.5/12 V","1970","12V Electric Train with 2 Wagons",,151,,,,"True","722-2","False","",""
7342,"723","1","Trains","4.5/12 V","1970","Diesel Locomotive",,95,,,,"True","723-1","False","",""
7981,"723","2","Trains","4.5/12 V","1974","Diesel Locomotive with DB sticker",,98,,,,"True","723-2","False","",""
7407,"724","1","Trains","4.5/12 V","1972","12v Diesel Locomotive with Crane Wagon and Tipper Wagon",,155,,,,"True","724-1","False","",""
3863,"725","1","Basic","","1990","Basic Building Set, 7+",2,319,,,,"True","725-1","False","",""
6735,"725","2","Trains","4.5/12 V","1974","Freight Train Set",,425,,,,"True","725-2","False","",""
7493,"726","1","Trains","4.5/12 V","1976","Western Train",3,291,,,,"True","726-1","False","",""
6739,"727","1","Trains","4.5/12 V","1977","Locomotive",,134,,,,"True","727-1","False","",""
5236,"730","1","LEGOLAND","","1973","Steam Shovel with Carrier",,101,,,,"True","730-1","False","",""
3877,"730","2","Basic","","1985","Basic Building Set, 7+",2,429,,,,"True","730-2","False","",""
3895,"733","1","Basic","","1980","Universal Building Set, 7+",,533,,39,,"True","733-1","False","",""
3900,"735","1","Basic","","1990","Basic Building Set, 7+",,537,,,,"True","735-1","False","",""
3913,"740","1","Basic","","1985","Basic Building Set, 7+",,516,,,,"True","740-1","False","",""
8397,"740","2","Trains","","1969","220V Transformer",,1,,,,"True","740-2","False","",""
3916,"741","1","Trains","4.5/12 V","1974","12 V Transformer",,1,,,,"True","741-1","False","",""
7343,"742","1","Trains","4.5/12 V","1970","12v Transformer",,1,,,,"True","742-1","False","",""
3935,"744","1","Basic","","1980","Universal Building Set with Motor, 7+",,537,,59,,"True","744-1","False","",""
3943,"745","1","Basic","Supplementaries","1978","Baseplate, Green",,1,,4.25,,"False","","False","",""
3950,"746","1","Basic","Supplementaries","1978","Baseplates, Green and Yellow",,2,,,,"False","","False","",""
3957,"747","1","Basic","Supplementaries","1978","Baseplates, Red and Blue",,2,,,,"False","","False","",""
6736,"750","1","Trains","4.5/12 V","1969","Straight Rails",,8,,,,"True","750-1","False","",""
6737,"751","1","Trains","4.5/12 V","1969","Curved Rails",,8,,,,"True","751-1","False","",""
8398,"753","1","Trains","","1969","Right hand automatic point",,5,,,,"True","753-1","False","",""
8399,"754","1","Trains","","1969","Left hand automatic point",,5,,,,"True","754-1","False","",""
6738,"755","1","Trains","4.5/12 V","1974","Left and Right Points",,12,,,,"True","755-1","False","",""
7973,"756","1","Trains","4.5/12 V","1974","Electric crossing",,5,,,,"True","756-1","False","",""
22555,"757","1","Gear","Storage","1983","Storage Tray Red",,,,,,"False","","False","",""
22556,"758","1","Gear","Storage","1983","Storage Tray Blue",,,,,,"False","","False","",""
8417,"759","1","Gear","Storage","1984","Storage Cabinet",,,,,,"True","759-1","False","",""
10172,"760","1","Gear","Storage","1984","Storage Cabinet",,,,,,"True","760-1","False","",""
5231,"760","2","LEGOLAND","","1975","London Bus",,110,,49,,"True","760-2","False","",""
5279,"770","1","LEGOLAND","","1976","Rescue Set",3,151,,,,"True","770-1","False","",""
