SetID,Number,Variant,Theme,SubTheme,Year,SetName,Minifigs,Pieces,UKPrice,USPrice,CAPrice,Image,ImageFilename,InstructionsAvailable,EAN,UPC
22696,"00","5","Samsonite","Model Maker","1969","Life Cereal Puppet Set",,88,,1,,"False","","False","",""
7326,"102A","1","LEGOLAND","Construction","1970","Front-End Loader",,57,,,,"True","102A-1","False","",""
7455,"442A","1","Classic","Accessories","1971","International Flags",,6,,,,"False","","False","",""
1232,"670F","1","Racers","Radio-Control","2004","Wheels Pack",,10,,,,"True","670F-1","False","",""
1,"671F","1","Racers","Radio-Control","2004","Antenna Pack",,13,,,,"True","671F-1","False","",""
4690,"673F","1","Racers","Radio-Control","2004","Gearbox Pack",,6,,,,"True","673F-1","False","",""
9434,"973PB507C01","1","Promotional","Minifigure","2009","LEGO World Denmark 2009 Minifigure",,4,,,,"False","","False","",""
9780,"ALPHARETTA","1","Promotional","LEGO Store Grand Opening Set","2012","Alpharetta Exclusive Minifigure Pack",3,15,,0,,"True","ALPHARETTA-1","False","",""
8025,"ANN2011","1","Gear","Books/Miscellaneous","2010","LEGO Official Annual 2011",,,,,,"True","ANN2011-1","False","",""
9627,"ANN2012","1","Gear","Books/Miscellaneous","2011","LEGO Official Annual 2012",,,7.99,,,"True","ANN2012-1","False","",""
22754,"ANN2013","1","Gear","Books/Miscellaneous","2012","LEGO Official Annual 2013",,,,,,"False","","False","",""
8180,"ANNAPOLIS","1","Promotional","LEGO Store Grand Opening Set","2009","{Chessie}",,45,,,,"True","ANNAPOLIS-1","False","",""
10022,"AUDITT","1","Promotional","LEGOLAND Parks","2002","Audi TT Roadster ",,57,,,,"False","","False","",""
8158,"AUSTIN","1","Promotional","LEGO Store Grand Opening Set","2010","{Bat}",,82,,0,,"True","AUSTIN-1","False","",""
4575,"B001","1","Bulk Bricks","","2000","1x4x5 Black Window Frames, Transparent Blue Panes",,20,,,,"True","B001-1","False","",""
4576,"B002","1","Bulk Bricks","","2000","1x4x3 Thin Wall Element, Clear",,25,,,,"True","B002-1","False","",""
4577,"B003","1","Bulk Bricks","","2000","1x4x6 Red Door and Frames, Transparent Green Panes",,10,,9.99,,"True","B003-1","False","",""
4578,"B004","1","Bulk Bricks","","2000","2 x 4 Ridge Roof Tiles, Low Sloped Black",,25,,,,"True","B004-1","False","",""
4579,"B005","1","Bulk Bricks","","2000","2 x 4 Ridge Roof Tiles, Low Sloped Red",,25,,4.99,,"True","B005-1","False","",""
5897,"B014","1","Gear","Magnets/City","2006","City Mini-Figure Magnets",,,4.99,,,"False","","False","",""
5487,"B031","1","Gear","Books/Bionicle","2006","Dark Hunters",,,,,,"True","B031-1","False","",""
6300,"B032","1","Gear","Books/Exo-Force","2007","EXO-FORCE #3: Search for the Golden City",,,,3.99,,"True","B032-1","False","",""
5624,"B048","1","Gear","Books/Bionicle","2006","Bionicle Legends #3: Power Play",,,,4.99,,"True","B048-1","False","",""
5817,"B058","1","Gear","Books/Bionicle","2006","Bionicle Legends #5: Inferno",,,,4.99,,"True","B058-1","False","",""
5836,"B074","1","Gear","Books/Bionicle","2006","BIONICLE Legends #4: Legacy of Evil",,,,4.99,,"True","B074-1","False","",""
5829,"B082","1","Gear","Books/Exo-Force","2006","EXO-FORCE #1: Escape from Sentai Mountain",,,,3.99,,"True","B082-1","False","",""
5830,"B090","1","Gear","Books/Exo-Force","2006","EXO-FORCE #2: Attack of the Robots",,,,3.99,,"True","B090-1","False","",""
9601,"B09STK01","1","Gear","Books/Dorling Kindersley/Sticker book","2009","LEGO Minifigure Ultimate Sticker Collection",,,7.99,,,"False","","False","",""
4979,"B100","1","Gear","Books/Miscellaneous","1998","Crazy Action Contraptions",,,,19.99,,"True","B100-1","False","",""
6899,"B110","1","Gear","Books/Miscellaneous","2008","Crazy Action Contraptions Vol. 2",,,,,,"True","B110-1","False","",""
6301,"B112","1","Gear","Books/Exo-Force","2007","EXO-FORCE Collector's Guide",,,,5.99,,"True","B112-1","False","",""
9512,"B12FRND","1","Gear","Books/Promotional","2012","Friends Special Edition",,,,,,"False","","False","",""
23104,"B13DK03","1","Gear","Books/Dorling Kindersley","2013","LEGO Minifigure Year By Year",,,,,,"True","B13DK03-1","False","",""
4580,"B156","1","Gear","Books/Bionicle","2003","Bionicle: The Official Guide",,,,,,"True","B156-1","False","",""
4581,"B164","1","Gear","Books/Bionicle","2003","Bionicle Chronicles #1: Tale of the Toa",,,,,,"True","B164-1","False","",""
4582,"B172","1","Gear","Books/Bionicle","2003","Bionicle Chronicles #2: Beware the Bohrok",,,,,,"True","B172-1","False","",""
4583,"B180","1","Gear","Books/Bionicle","2003","Bionicle: Mask of Light Movie Novelization",,,,,,"True","B180-1","False","",""
4789,"B194","1","Gear","Books/Bionicle","2005","Bionicle Adventures #7: Web of the Visorak",,,,,,"True","B194-1","False","",""
4584,"B199","1","Gear","Books/Bionicle","2003","Bionicle Chronicles #3: Makuta's Revenge",,,,,,"True","B199-1","False","",""
4585,"B202","1","Gear","Books/Bionicle","2003","Bionicle Collector's Sticker Book",,,,,,"True","B202-1","False","",""
4790,"B216","1","Gear","Books/Bionicle","2005","Bionicle Adventures #8: Challenge of the Hordika",,,,,,"True","B216-1","False","",""
4586,"B220","1","Gear","Books/Bionicle","2004","Bionicle Adventures #5: Voyage of Fear",,,,,,"True","B220-1","False","",""
4705,"B239","1","Gear","Books/Bionicle","2004","Bionicle Adventures #6: Maze of Shadows",,,,,,"True","B239-1","False","",""
4587,"B310","1","Gear","Books/Bionicle","2004","Bionicle Adventures #1: Mystery of Metru Nui",,,,,,"True","B310-1","False","",""
4980,"B321","1","Gear","Books/Knights' Kingdom","2005","Welcome to the Kingdom of Morcia: A Sticker Storybook",,,,,,"True","B321-1","False","",""
4588,"B329","1","Gear","Books/Bionicle","2004","Bionicle Adventures #2: Toa Metru vs. Morbuzakh!",,,,,,"True","B329-1","False","",""
4589,"B337","1","Gear","Books/Bionicle","2004","Bionicle Adventures #3: The Darkness Below",,,,,,"True","B337-1","False","",""
4590,"B345","1","Gear","Books/Bionicle","2004","Bionicle Metru Nui: City of Legends Guide",,,,,,"True","B345-1","False","",""
4591,"B478","1","Gear","Books/Bionicle","2004","Bionicle Adventures #4: Legends of Metru Nui",,,,,,"True","B478-1","False","",""
4592,"B500","1","Gear","Books/Dorling Kindersley","1999","The Ultimate LEGO Book",,,,,,"True","B500-1","False","",""
6218,"B506","1","Gear","Books/Mindstorms","2007","Mindstorms NXT Idea Book: Design, Invent and Build",,,,29.95,,"True","B506-1","False","",""
4921,"B536","1","Gear","Books/Bionicle","2005","Bionicle Chronicles Boxed Set",,,,,,"True","B536-1","False","",""
5071,"B542","1","Gear","Books/Miscellaneous","2005","The Unofficial LEGO Builder's Guide",,,,24.95,,"True","B542-1","False","",""
4593,"B565","1","Gear","Books/Mindstorms","2004","Jin Sato's LEGO Mindstorms: The Master's Technique",,,,,,"True","B565-1","False","",""
5245,"B586","1","Gear","Books/Bionicle","2005","Bionicle Adventures #9: Web of Shadows",,,,,,"True","B586-1","False","",""
5246,"B594","1","Gear","Books/Bionicle","2005","Bionicle Adventures #10: Time Trap",,,,,,"True","B594-1","False","",""
5402,"B608","1","Gear","Books/Bionicle","2006","Bionicle Legends: Island of Doom #1",,,,,,"True","B608-1","False","",""
5247,"B616","1","Gear","Books/Bionicle","2005","Bionicle Encyclopedia",,,,6.99,,"True","B616-1","False","",""
4594,"B706","1","Gear","Books/Bionicle","2004","Bionicle Chronicles #4: Tales of the Masks",,,,,,"True","B706-1","False","",""
6713,"B8516","1","Gear","Clothing","2008","Batman T-Shirt",,,,,,"True","B8516-1","False","",""
6061,"B8518","1","Gear","Clothing","2006","Exo-Force T-Shirt",,,9.99,,,"True","B8518-1","False","",""
5974,"B915","1","Gear","Books/Mindstorms","2007","Maximum LEGO NXT: Building Robots with Java Brains",,,,32.95,,"True","B915-1","False","",""
5416,"B955","1","Gear","Books/Bionicle","2006","Bionicle Legends #2: Dark Destiny",,,,4.99,,"True","B955-1","False","",""
5597,"BAG14","1","Quatro","","2006","Bag of Bricks",,15,,7.99,,"True","BAG14-1","False","",""
5406,"BAG2","1","Bulk Bricks","","2006","1x1 Stud Light Grey",,90,,2.99,,"True","BAG2-1","False","",""
5405,"BAG3","1","Bulk Bricks","","2006","1x1 Stud Medium Grey",,90,,2.99,,"True","BAG3-1","False","",""
5404,"BAG4","1","Bulk Bricks","","2006","1x1 Stud Dark Grey",,90,,2.99,,"True","BAG4-1","False","",""
5403,"BAG5","1","Bulk Bricks","","2006","1x1 Stud Black",,90,,,,"True","BAG5-1","False","",""
5496,"BAG6","1","Bulk Bricks","","2006","Grey Brick Separator with Black Frame Pieces",,56,,,,"True","BAG6-1","False","",""
706,"BAT8369","1","Racers","Radio-Control","2004","Battery Pack",,6,,,,"True","BAT8369-1","False","",""
9509,"BATCOM01","1","Gear","Books/Promotional","2006","Batman Secret Files & Origins - Special Collectors Edition",,,,,,"False","","False","",""
9508,"BAUMIT","1","Promotional","Miscellaneous","1999","BAU MIT!",,1,,,,"False","","False","",""
9532,"BB173","1","Gear","Storage","1975","Holdall Storage Bag",,,,,,"False","","False","",""
9531,"BB173","2","Gear","Storage","1972","Holdall Storage Bag",,,,,,"False","","False","",""
9530,"BB173","3","Gear","Storage","1971","Holdall Storage Bag",,,,,,"False","","False","",""
9585,"BEACHWOOD","1","Promotional","LEGO Store Grand Opening Set","2011","Beachwood Exclusive Minifigure Pack",3,15,,0,,"False","","False","",""
8160,"BERLIN","1","Promotional","LEGO Store Grand Opening Set","2009","{Bear}",,69,,,,"True","BERLIN-1","False","",""
9838,"BILBO","1","The Hobbit","Promotional","2012","Bilbo Baggins ",,4,,0,,"True","BILBO-1","False","",""
9536,"BIOCOM01SP1","1","Gear","Books/Promotional","2003","Bionicle # 1 Six Heroes One Destiny (SDCC Edition)",,,,0,,"False","","False","",""
8174,"BIRMINGHAM","1","Promotional","LEGO Store Grand Opening Set","2009","{Vulcan}",,81,,,,"True","BIRMINGHAM-1","False","",""
8437,"BOBAFETT1","1","Star Wars","Miscellaneous","2010","White Boba Fett minifig and Star Wars book",,5,,,,"True","BOBAFETT1-1","False","",""
8176,"BRAINTREE","1","Promotional","LEGO Store Grand Opening Set","2008","{Baseball Player}",,58,,,,"True","BRAINTREE-1","False","",""
6603,"C001","1","Gear","Watches/Clocks","2008","LEGO Star Wars Clock",,,19.99,29.99,39.99,"True","C001-1","False","",""
4595,"C2614","1","Gear","Watches/Clocks","2003","Basketball Clock",,,,,,"True","C2614-1","False","",""
8162,"CALGARY","1","Promotional","LEGO Store Grand Opening Set","2010","{Bucking Bronco}",,130,,,,"True","CALGARY-1","False","",""
23213,"CANOGA","1","Promotional","LEGO Store Grand Opening Set","2013","Canoga Park Exclusive Minifigure Pack",,,,,,"True","CANOGA-1","False","",""
5481,"CDB25","1","Gear","CD/DVDs","2005",""From the LEGO Vaults" CD-Rom",,,,,,"True","CDB25-1","False","",""
5505,"CDB26","1","Gear","CD/DVDs","2006","'From the LEGO Vaults' CD-Rom, Volume 2",,,,19.99,,"True","CDB26-1","False","",""
8100,"CELEBV","1","Promotional","Cube Dudes","2010","Fan Celebration V - CubeDude - The Bounty Hunter Edition",,496,,75,,"True","CELEBV-1","False","",""
9844,"CELEBVI","1","Star Wars","MicroFighters","2012","Mini Slave 1",1,,,,,"True","CELEBVI-1","False","",""
8161,"CHANDLER","1","Promotional","LEGO Store Grand Opening Set","2008","{Cactus}",,58,,0,,"True","CHANDLER-1","False","",""
8184,"CINCINNATI","1","Promotional","LEGO Store Grand Opening Set","2009","{Flying Pig}",,93,,0,,"True","CINCINNATI-1","False","",""
9603,"CITYDVD","1","Gear","CD/DVDs","2012","LEGO City: Mini Movie Collection DVD",,,0,,,"False","","False","",""
8165,"COLUMBUS","1","Promotional","LEGO Store Grand Opening Set","2009","{Salamander}",,72,,0,,"True","COLUMBUS-1","False","",""
9337,"COMCON001","1","Star Wars","Miscellaneous","2008","Clone Wars (SDCC 2008 exclusive)",5,351,,75.99,,"True","COMCON001-1","False","",""
9334,"COMCON002","1","Indiana Jones","Kingdom of the Crystal Skull","2008","BrickMaster (SDCC 2008 exclusive)",2,83,,49.99,,"True","COMCON002-1","False","",""
9339,"COMCON003","1","Batman","","2008","Batman And Joker (SDCC 2008 exclusive)",2,9,,,,"True","COMCON003-1","False","",""
8656,"COMCON004","1","Star Wars","Miscellaneous","2009","Collectable Display Set 1",3,5,,49.99,,"True","COMCON004-1","False","",""
8655,"COMCON005","1","Star Wars","Miscellaneous","2009","Collectable Display Set 2",3,2,,49.99,,"True","COMCON005-1","False","",""
8657,"COMCON006","1","Star Wars","Miscellaneous","2009","Collectable Display Set 4",3,15,,49.99,,"True","COMCON006-1","False","",""
8658,"COMCON007","1","Star Wars","Miscellaneous","2009","Collectable Display Set 5",3,4,,49.99,,"True","COMCON007-1","False","",""
8659,"COMCON008","1","Star Wars","Miscellaneous","2009","Collectable Display Set 3",3,5,,49.99,,"True","COMCON008-1","False","",""
8660,"COMCON009","1","Star Wars","Miscellaneous","2009","Collectable Display Set 6",3,5,,49.99,,"True","COMCON009-1","False","",""
9348,"COMCON010","1","Star Wars","Mini Building Set","2009","Mini Republic Dropship Mini AT-TE Brickmaster Pack (SDCC 2009 exclusive)",,94,,50,,"False","","False","",""
9349,"COMCON011","1","Star Wars","Miscellaneous","2009","Holo-Brick Archives (SDCC 2009 exclusive)",,3,,,,"False","","False","",""
8099,"COMCON012","1","Promotional","Cube Dudes","2010","San Diego Comic Con 2010 Exclusive - CubeDude - The Clone Wars Edition",,416,,75,,"True","COMCON012-1","False","",""
9325,"COMCON013","1","Super Heroes","DC Universe","2011","Green Lantern (SDCC 2011 exclusive)",1,5,,,,"True","COMCON013-1","False","",""
9351,"COMCON014","1","Super Heroes","DC Universe","2011","Batman (SDCC 2011 exclusive)",1,6,,,,"True","COMCON014-1","False","",""
9352,"COMCON015","1","Star Wars","Seasonal","2011","Advent calendar (SDCC 2011 exclusive)",,266,,50,,"True","COMCON015-1","False","",""
9353,"COMCON016","1","Super Heroes","DC Universe","2011","Green Lantern (NYCC 2011 exclusive)",1,6,,,,"True","COMCON016-1","False","",""
9326,"COMCON017","1","Super Heroes","DC Universe","2011","Superman (NYCC 2011 exclusive)",1,6,,,,"True","COMCON017-1","False","",""
9324,"COMCON018","1","Super Heroes","DC Universe","2011","Batman (NYCC 2011 exclusive)",1,6,,,,"True","COMCON018-1","False","",""
9776,"COMCON019","1","Star Wars","MicroFighters","2012","Sith Infiltrator (SDCC 2012 exclusive)",1,84,,40,,"True","COMCON019-1","False","",""
9773,"COMCON020","1","Super Heroes","DC Universe","2012","Shazam (SDCC 2012 exclusive)",1,,,,,"True","COMCON020-1","False","",""
9772,"COMCON021","1","Super Heroes","Marvel Universe","2012","Phoenix (SDCC 2012 exclusive)",1,,,,,"True","COMCON021-1","False","",""
9775,"COMCON022","1","Super Heroes","DC Universe","2012","Bizarro (SDCC 2012 exclusive)",1,4,,,,"True","COMCON022-1","False","",""
9774,"COMCON023","1","Super Heroes","Marvel Universe","2012","Venom (SDCC 2012 exclusive)",1,,,,,"True","COMCON023-1","False","",""
10124,"COMCON024","1","Star Wars","MicroFighters","2012","Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive",1,110,,,,"True","COMCON024-1","False","",""
10153,"COMCON025","1","Teenage Mutant Ninja Turtles","","2012","Shadow Leonardo",1,,,,,"True","COMCON025-1","False","",""
22412,"COMCON026","1","Teenage Mutant Ninja Turtles","","2012","Kraang",1,,,,,"True","COMCON026-1","False","",""
22901,"COMCON027","1","Super Heroes","Marvel Universe","2013","Spider-Woman Minifigure (SDCC 2013 Exclusive)",,4,,,,"True","COMCON027-1","False","",""
22902,"COMCON028","1","Super Heroes","Marvel Universe","2013","Spider-Man Minifigure (SDCC 2013 Exclusive)",,3,,,,"True","COMCON028-1","False","",""
22903,"COMCON029","1","Super Heroes","DC Universe","2013","Black Suit Superman Minifigure (SDCC 2013 Exclusive)",,5,,,,"True","COMCON029-1","False","",""
22904,"COMCON030","1","Super Heroes","DC Universe","2013","Green Arrow Minifigure (SDCC 2013 Exclusive)",,4,,,,"True","COMCON030-1","False","",""
8163,"CONCORD","1","Promotional","LEGO Store Grand Opening Set","2009","{Nascar}",,70,,0,,"True","CONCORD-1","False","",""
9591,"COSTAMESA","1","Promotional","LEGO Store Grand Opening Set","2012","Costa Mesa, Exclusive Minifigure Pack",3,15,,0,,"True","COSTAMESA-1","False","",""
8170,"DALLAS","1","Promotional","LEGO Store Grand Opening Set","2009","{Skull}",,92,,0,,"True","DALLAS-1","False","",""
9335,"DC-1","1","Batman","","2005","Commemorative Limited Edition Batman Announcement ",,13,,,,"False","","False","",""
22773,"DESPERES","1","Promotional","LEGO Store Grand Opening Set","2013","Des Peres, Exclusive Minifigure Pack",,16,,0,,"True","DESPERES-1","False","",""
7926,"DKATLANTIS","1","Gear","Books/Dorling Kindersley/Brickmaster","2010","Brickmaster Atlantis",2,,,,,"True","DKATLANTIS-1","False","",""
7222,"DKCASTLE","1","Gear","Books/Dorling Kindersley/Brickmaster","2009","Brickmaster Castle",2,,,,,"True","DKCASTLE-1","False","",""
7349,"DKCITY","1","Gear","Books/Dorling Kindersley/Brickmaster","2011","Brickmaster City",2,,,,,"True","DKCITY-1","False","",""
9765,"DKHPCMW","1","Gear","Books/Dorling Kindersley","2012","Harry Potter Characters of the Magical World",1,,14.99,,,"True","DKHPCMW-1","False","",""
9626,"DKHPMAGICAL","1","Gear","Books/Dorling Kindersley/Sticker book","2011","Harry Potter Magical Adventures Ultimate Sticker Book",,,4.99,,,"True","DKHPMAGICAL-1","False","",""
8830,"DKNINJAGO","1","Gear","Books/Dorling Kindersley/Brickmaster","2011","Brickmaster Ninjago",2,,,,,"True","DKNINJAGO-1","False","",""
7223,"DKPIRATES","1","Gear","Books/Dorling Kindersley/Brickmaster","2009","Brickmaster Pirates",2,,,,,"True","DKPIRATES-1","False","",""
8102,"DKSS","1","Gear","Books/Dorling Kindersley","2009","Standing Small",,,,,,"True","DKSS-1","False","",""
22979,"DKSTARWARS","1","Gear","Books/Dorling Kindersley/Brickmaster","2013","Brickmaster Star Wars: Battle for the Stolen Crystals",,,,,,"True","DKSTARWARS-1","False","",""
9760,"DKSWESSEN","1","Gear","Books/Dorling Kindersley","2011","LEGO Star Wars: The Essential Book Collection",,,12.99,,,"True","DKSWESSEN-1","False","",""
9606,"DKSWHEROES","1","Gear","Books/Dorling Kindersley/Sticker book","2011","Star Wars Heroes Ultimate Sticker Book ",,,4.99,,,"True","DKSWHEROES-1","False","",""
9609,"DKSWVILLAINS","1","Gear","Books/Dorling Kindersley/Sticker book","2011","Star Wars Villains Ultimate Sticker Book ",,,4.99,,,"True","DKSWVILLAINS-1","False","",""
23217,"DUCK","1","Promotional","LEGO Brand Store model","2007","Duck",,6,,,,"True","DUCK-1","False","",""
7738,"DUCK75","1","Promotional","LEGO Store Event","2007","75th Anniversary LEGO Duck on Wheels",,44,0,0,,"True","DUCK75-1","False","",""
9599,"DVD246","1","Gear","CD/DVDs","2006","Bionicle 3: Web Of Shadows DVD",,,,,,"True","DVD246-1","False","",""
9597,"DVD503","1","Gear","CD/DVDs","2003","Bionicle: Mask Of Light DVD",,,15.99,,,"True","DVD503-1","False","",""
9598,"DVD803","1","Gear","CD/DVDs","2004","Bionicle 2: Legends Of Metru Nui DVD",,,,,,"True","DVD803-1","False","",""
23182,"EDMONTON","1","Promotional","LEGO Store Grand Opening Set","2013","Edmonton Exclusive Minifigure Pack",,,,,,"False","","False","",""
5627,"EL136","1","Gear","Miscellaneous","2006","DINO ATTACK Minifigure Parachute",,,,,,"True","EL136-1","False","",""
5629,"EL150","1","Gear","Miscellaneous","2006","DINO ATTACK Sand Mould Set",,,,,,"True","EL150-1","False","",""
5626,"EL151","1","Gear","Miscellaneous","2006","DINO ATTACK Chalk Eggs",,,,,,"True","EL151-1","False","",""
5631,"EL416","1","Gear","Stationery","2006","DUPLO Princesses Coloring Pack",,,,,,"True","EL416-1","False","",""
5632,"EL429","1","Gear","Housewares","2006","LEGO Chef Apron",,,,,,"True","EL429-1","False","",""
5625,"EL557","1","Gear","Stationery","2006","Belville Princesses Stationary Set",,,,4.99,,"True","EL557-1","False","",""
5549,"EL571","1","Gear","Housewares","2006","Coaster Set",,,7.49,12.99,,"True","EL571-1","False","",""
5628,"EL612","1","Gear","Stationery","2006","DINO ATTACK Pencil Set",,,,,,"True","EL612-1","False","",""
5600,"EL709","1","Gear","Storage","2006","Store & Carry Case",,,,14.99,,"True","EL709-1","False","",""
5547,"EL715","1","Gear","Housewares","2006","Corkscrew & Bottle Opener",,,,15,,"True","EL715-1","False","",""
5721,"EL771","1","Gear","Role-play toys","2006","City Firefighter Water Blaster",,,,,,"True","EL771-1","False","",""
5479,"EL792","1","Gear","Housewares","2006","Salt and Pepper Shaker Set",,,,4.99,,"True","EL792-1","False","",""
5633,"EL895","1","Gear","Role-play toys","2006","Sword of Lord Vladek",,,,,,"True","EL895-1","False","",""
5964,"EL913","1","Gear","Housewares","2007","Classic Calculator",,,,4.99,,"True","EL913-1","False","",""
5630,"EL986","1","Gear","Stationery","2006","DUPLO Castle Coloring Pack",,,,,,"True","EL986-1","False","",""
23266,"ELF","1","The Hobbit","Promotional","2013","Mirkwood Elf",,,,,,"True","ELF-1","False","",""
9739,"ELIZABETH","1","Promotional","LEGO Store Grand Opening Set","2012","Elizabeth Exclusive Minifigure Pack",,15,,0,,"True","ELIZABETH-1","False","",""
8173,"ELMHURST","1","Promotional","LEGO Store Grand Opening Set","2010","{Subway Car}",,95,,,,"True","ELMHURST-1","False","",""
22402,"ESSEN","1","Promotional","LEGO Store Grand Opening Set","2012","Essen, Germany, Exclusive Minifigure Pack",,,0,0,,"True","ESSEN-1","False","",""
5506,"F6316","1","Bulk Bricks","","2006","Flags and Posts",,100,,,,"True","F6316-1","False","",""
8169,"FRANKFURT","1","Promotional","LEGO Store Grand Opening Set","2009","{The Römer}",,157,,,,"True","FRANKFURT-1","False","",""
23181,"FREEHOLD","1","Promotional","LEGO Store Grand Opening Set","2013","Freehold Exclusive Minifigure Pack",,,,,,"False","","False","",""
8177,"FRISCO","1","Promotional","LEGO Store Grand Opening Set","2009","{Bronco}",,60,,,,"True","FRISCO-1","False","",""
5542,"G1752","1","Gear","Board Games","2006","LEGO Dominos Game",,,,12.99,,"True","G1752-1","False","",""
5524,"G1753","1","Gear","Board Games","2006","LEGO Checkers",,,,12.99,,"True","G1753-1","False","",""
5837,"G1754","1","Gear","Board Games","2006","BIONICLE The Quest Game",,,,14.99,,"True","G1754-1","False","",""
5543,"G572","1","Gear","Board Games","2006","LEGO Ludo",16,,,39.99,,"True","G572-1","False","",""
5544,"G574","1","Gear","Board Games","2006","LEGO Tic-Tac-Toe",10,,,19.99,,"True","G574-1","False","",""
5525,"G577","1","Gear","Board Games","2006","Vikings Chess Set",24,,29.99,,,"True","G577-1","False","",""
4998,"G678","1","Gear","Board Games","2005","Knights' Kingdom Chess Set",24,,29.99,,,"True","G678-1","False","",""
8175,"GARDENCITY","1","Promotional","LEGO Store Grand Opening Set","2010","{Spirit of St Louis}",,88,,,,"True","GARDENCITY-1","False","",""
8183,"GATOR","1","Promotional","LEGO Brand Store model","2006","Boford P. Alligator",,,,,,"True","GATOR-1","False","",""
5814,"GBA275","1","Gear","Video Games/Game Boy Advance","2006","BIONICLE Heroes",,,,29.99,,"True","GBA275-1","False","",""
4812,"GBA381","1","Gear","Video Games/Game Boy Advance","2005","LEGO Star Wars: The Video Game",,,,,,"True","GBA381-1","False","",""
4596,"GBA684","1","Gear","Video Games/Game Boy Advance","2004","LEGO Knights' Kingdom",,,,,,"True","GBA684-1","False","",""
6946,"GBA685","1","Gear","Video Games/Game Boy Advance","2005","BIONICLE: Maze of Shadows",,,,,,"False","","False","",""
5527,"GBA960","1","Gear","Video Games/Game Boy Advance","2006","LEGO Star Wars II: The Original Trilogy",,,,19.99,,"True","GBA960-1","False","",""
5815,"GC190","1","Gear","Video Games/Nintendo Gamecube","2006","BIONICLE Heroes",,,,29.99,,"True","GC190-1","False","",""
6383,"GC383","1","Gear","Video Games/Nintendo Gamecube","2005","LEGO Star Wars: The Video Game",,,,,,"False","","False","",""
5599,"GC958","1","Gear","Video Games/Nintendo Gamecube","2006","LEGO Star Wars II: The Original Trilogy",,,,39.99,,"True","GC958-1","False","",""
9448,"GEN015","1","Promotional","Minifigure","2005","LEGO World Netherlands 2005 'De Bouwsteen' Minifigure",,4,,,,"False","","False","",""
9450,"GEN028","1","Promotional","Minifigure","2009","LEGO Fan Weekend 2009 Minifigure",,4,,,,"False","","False","",""
9473,"GEN034","1","Promotional","Minifigure","2010","LEGO Fan Weekend 2010 Minifigure",,4,,0,,"False","","False","",""
9452,"GEN039","1","Promotional","Minifigure","2010","LEGO KidsFest 2010 Minifigure",,4,0,0,,"False","","False","",""
9474,"GEN040","1","Promotional","Minifigure","2011","LEGO Fan Weekend 2011 Minifigure",,4,,0,,"False","","False","",""
9449,"GEN041","1","Promotional","Minifigure","2008","LEGO World Netherlands 2008 'De Bouwsteen' Minifigure ",,8,,,,"False","","False","",""
9841,"GEN042","1","Promotional","Minifigure","2011","LEGO Idea House Minifigure",,4,,,,"False","","False","",""
9461,"GGSW001","1","Gear","Miscellaneous","2007","Blackhole Stormtrooper Maquette (Gentle Giant)",,,,64.99,,"True","GGSW001-1","False","",""
9462,"GGSW002","1","Gear","Miscellaneous","2007","Darth Vader Maquette (Gentle Giant)",,,,64.99,,"True","GGSW002-1","False","",""
9463,"GGSW003","1","Gear","Miscellaneous","2007","Stormtrooper Maquette (Gentle Giant)",,,,64.99,,"True","GGSW003-1","False","",""
9464,"GGSW004","1","Gear","Miscellaneous","2007","Boba Fett Maquette (Gentle Giant)",,,,64.99,,"True","GGSW004-1","False","",""
6302,"GGSW005","1","Gear","Miscellaneous","2007","Luke Skywalker Pilot Maquette",,,,19.99,,"True","GGSW005-1","False","",""
22827,"GLASGOW","1","Promotional","LEGO Store Grand Opening Set","2013","Glasgow, UK Exclusive Minifigure Pack",3,15,0,,,"True","GLASGOW-1","False","",""
8227,"GLENDALE","1","Promotional","LEGO Store Grand Opening Set","2010","{Rattlesnake}",,140,,0,,"True","GLENDALE-1","False","",""
23214,"GURNEE","1","Promotional","LEGO Store Grand Opening Set","2013","Gurnee Exclusive Minifigure Pack",,,,,,"True","GURNEE-1","False","",""
5634,"GW563","1","Gear","Seasonal","2006","LEGO Holiday Minifigure Gift Wrap & Tags",,,,2.99,,"True","GW563-1","False","",""
5548,"GW980","1","Gear","Housewares","2006","Classic Gift Wrap",,,,2.99,,"True","GW980-1","False","",""
6110,"H107","1","Gear","Clothing","2006","Toa Whenua Hat",,,,11.99,,"False","","False","",""
8156,"HANOVER","1","Promotional","LEGO Store Grand Opening Set","2009","{Crab}",,69,,0,,"True","HANOVER-1","False","",""
9373,"HERCCIT","1","Games","Heroica","2011","Heroica Event Character Cards",,,,,,"False","","False","",""
9645,"HEROBOX","1","Games","Heroica","2012","Limited Edition Box Set",,,,,,"False","","False","",""
6299,"HEROWII","1","Gear","Video Games/Nintendo Wii","2007","BIONICLE Heroes",,,,,,"True","HEROWII-1","False","",""
8154,"HONOLULU","1","Promotional","LEGO Store Grand Opening Set","2009","{Fish and Coral}",,85,,,,"True","HONOLULU-1","False","",""
8159,"HOUSTON","1","Promotional","LEGO Store Grand Opening Set","2008","{Space Shuttle}",,65,,0,,"True","HOUSTON-1","False","",""
8178,"HOUSTON","2","Promotional","LEGO Store Grand Opening Set","2010","{Bull and Rider}",,143,,,,"True","HOUSTON-2","False","",""
